func,nthreads,iter,size,align,reuse,val,init,time_ns
non_temporal,1,1024,8388608,0,1,1,r,979305871
erms,1,512,16777216,0,0,0,w,330848139
temporal,1,512,16777216,0,0,0,w,328567198
non_temporal,1,512,16777216,0,0,0,w,996457787
erms,1,512,16777216,0,0,0,wz,320985954
temporal,1,512,16777216,0,0,0,wz,313853776
non_temporal,1,512,16777216,0,0,0,wz,1043148653
erms,1,512,16777216,0,0,0,r,333904029
temporal,1,512,16777216,0,0,0,r,361147487
non_temporal,1,512,16777216,0,0,0,r,983314153
erms,1,512,16777216,0,0,1,w,325447369
temporal,1,512,16777216,0,0,1,w,337903770
non_temporal,1,512,16777216,0,0,1,w,1021696591
erms,1,512,16777216,0,0,1,wz,315646354
temporal,1,512,16777216,0,0,1,wz,358072405
non_temporal,1,512,16777216,0,0,1,wz,1030131159
erms,1,512,16777216,0,0,1,r,320491329
temporal,1,512,16777216,0,0,1,r,372628256
non_temporal,1,512,16777216,0,0,1,r,997084199
erms,1,512,16777216,0,1,0,w,327771627
temporal,1,512,16777216,0,1,0,w,358951052
non_temporal,1,512,16777216,0,1,0,w,1012116989
erms,1,512,16777216,0,1,0,wz,327657657
temporal,1,512,16777216,0,1,0,wz,327004276
non_temporal,1,512,16777216,0,1,0,wz,971157277
erms,1,512,16777216,0,1,0,r,325458468
temporal,1,512,16777216,0,1,0,r,353118934
non_temporal,1,512,16777216,0,1,0,r,1028016463
erms,1,512,16777216,0,1,1,w,329245353
temporal,1,512,16777216,0,1,1,w,359369913
non_temporal,1,512,16777216,0,1,1,w,1020943839
erms,1,512,16777216,0,1,1,wz,327464224
temporal,1,512,16777216,0,1,1,wz,344606276
non_temporal,1,512,16777216,0,1,1,wz,991380200
erms,1,512,16777216,0,1,1,r,334683738
temporal,1,512,16777216,0,1,1,r,378287425
non_temporal,1,512,16777216,0,1,1,r,1011021021
erms,1,500,33554432,0,0,0,w,654925111
temporal,1,500,33554432,0,0,0,w,754739687
non_temporal,1,500,33554432,0,0,0,w,1975778930
erms,1,500,33554432,0,0,0,wz,669940636
temporal,1,500,33554432,0,0,0,wz,752398203
non_temporal,1,500,33554432,0,0,0,wz,1964239919
erms,1,500,33554432,0,0,0,r,714009755
temporal,1,500,33554432,0,0,0,r,799590907
non_temporal,1,500,33554432,0,0,0,r,1999651745
erms,1,500,33554432,0,0,1,w,697148961
temporal,1,500,33554432,0,0,1,w,796078729
non_temporal,1,500,33554432,0,0,1,w,1983205079
erms,1,500,33554432,0,0,1,wz,695819152
temporal,1,500,33554432,0,0,1,wz,756998845
non_temporal,1,500,33554432,0,0,1,wz,1907307679
erms,1,500,33554432,0,0,1,r,672807146
temporal,1,500,33554432,0,0,1,r,790514353
non_temporal,1,500,33554432,0,0,1,r,1992130337
erms,1,500,33554432,0,1,0,w,716761614
temporal,1,500,33554432,0,1,0,w,757778176
non_temporal,1,500,33554432,0,1,0,w,1909221183
erms,1,500,33554432,0,1,0,wz,665634165
temporal,1,500,33554432,0,1,0,wz,754216692
non_temporal,1,500,33554432,0,1,0,wz,1938926779
erms,1,500,33554432,0,1,0,r,697468789
temporal,1,500,33554432,0,1,0,r,757089676
non_temporal,1,500,33554432,0,1,0,r,1928754075
erms,1,500,33554432,0,1,1,w,658572959
temporal,1,500,33554432,0,1,1,w,740823137
non_temporal,1,500,33554432,0,1,1,w,1909925834
erms,1,500,33554432,0,1,1,wz,655935264
temporal,1,500,33554432,0,1,1,wz,741648110
non_temporal,1,500,33554432,0,1,1,wz,1902573312
erms,1,500,33554432,0,1,1,r,649177219
temporal,1,500,33554432,0,1,1,r,814026502
non_temporal,1,500,33554432,0,1,1,r,1999765411
erms,1,500,67108864,0,0,0,w,1429684755
temporal,1,500,67108864,0,0,0,w,2011394099
non_temporal,1,500,67108864,0,0,0,w,3786240850
erms,1,500,67108864,0,0,0,wz,1428257339
temporal,1,500,67108864,0,0,0,wz,2014464718
non_temporal,1,500,67108864,0,0,0,wz,3935374416
erms,1,500,67108864,0,0,0,r,1365422329
temporal,1,500,67108864,0,0,0,r,2030368297
non_temporal,1,500,67108864,0,0,0,r,3974143785
erms,1,500,67108864,0,0,1,w,1340482184
temporal,1,500,67108864,0,0,1,w,1941625108
non_temporal,1,500,67108864,0,0,1,w,3937978326
erms,1,500,67108864,0,0,1,wz,1435066673
temporal,1,500,67108864,0,0,1,wz,2008271487
non_temporal,1,500,67108864,0,0,1,wz,3941619716
erms,1,500,67108864,0,0,1,r,1459339538
temporal,1,500,67108864,0,0,1,r,1956708415
non_temporal,1,500,67108864,0,0,1,r,3827207666
erms,1,500,67108864,0,1,0,w,1347418940
temporal,1,500,67108864,0,1,0,w,1933249738
non_temporal,1,500,67108864,0,1,0,w,3969054091
erms,1,500,67108864,0,1,0,wz,1426323635
temporal,1,500,67108864,0,1,0,wz,1942278974
non_temporal,1,500,67108864,0,1,0,wz,3935899075
erms,1,500,67108864,0,1,0,r,1382734751
temporal,1,500,67108864,0,1,0,r,1977971493
non_temporal,1,500,67108864,0,1,0,r,3828492590
erms,1,500,67108864,0,1,1,w,1345239257
temporal,1,500,67108864,0,1,1,w,2024123388
non_temporal,1,500,67108864,0,1,1,w,3795848410
erms,1,500,67108864,0,1,1,wz,1348767301
temporal,1,500,67108864,0,1,1,wz,2022037470
non_temporal,1,500,67108864,0,1,1,wz,3785221012
erms,1,500,67108864,0,1,1,r,1378064123
temporal,1,500,67108864,0,1,1,r,1945927226
non_temporal,1,500,67108864,0,1,1,r,3828086369
erms,1,500,134217728,0,0,0,w,2834503207
temporal,1,500,134217728,0,0,0,w,4522044654
non_temporal,1,500,134217728,0,0,0,w,7608319384
erms,1,500,134217728,0,0,0,wz,2673446039
temporal,1,500,134217728,0,0,0,wz,4356826411
non_temporal,1,500,134217728,0,0,0,wz,7890119337
erms,1,500,134217728,0,0,0,r,2737654814
temporal,1,500,134217728,0,0,0,r,4387205127
non_temporal,1,500,134217728,0,0,0,r,7624592000
erms,1,500,134217728,0,0,1,w,2758152956
temporal,1,500,134217728,0,0,1,w,4364883045
non_temporal,1,500,134217728,0,0,1,w,7606571998
erms,1,500,134217728,0,0,1,wz,2692058891
temporal,1,500,134217728,0,0,1,wz,4359881842
non_temporal,1,500,134217728,0,0,1,wz,7567164583
erms,1,500,134217728,0,0,1,r,2882801446
temporal,1,500,134217728,0,0,1,r,4388757031
non_temporal,1,500,134217728,0,0,1,r,7617272664
erms,1,500,134217728,0,1,0,w,2667397074
temporal,1,500,134217728,0,1,0,w,4345760013
non_temporal,1,500,134217728,0,1,0,w,7869781796
erms,1,500,134217728,0,1,0,wz,2861573573
temporal,1,500,134217728,0,1,0,wz,4438977153
non_temporal,1,500,134217728,0,1,0,wz,7858060109
erms,1,500,134217728,0,1,0,r,2903815002
temporal,1,500,134217728,0,1,0,r,4365157696
non_temporal,1,500,134217728,0,1,0,r,7624489663
erms,1,500,134217728,0,1,1,w,2869506406
temporal,1,500,134217728,0,1,1,w,4442583587
non_temporal,1,500,134217728,0,1,1,w,7555924012
erms,1,500,134217728,0,1,1,wz,2677473513
temporal,1,500,134217728,0,1,1,wz,4334125849
non_temporal,1,500,134217728,0,1,1,wz,7568716910
erms,1,500,134217728,0,1,1,r,2733368193
temporal,1,500,134217728,0,1,1,r,4382304936
non_temporal,1,500,134217728,0,1,1,r,7617763330
erms,1,500,268435456,0,0,0,w,5343680769
temporal,1,500,268435456,0,0,0,w,9501757628
non_temporal,1,500,268435456,0,0,0,w,15739306492
erms,1,500,268435456,0,0,0,wz,5367573477
temporal,1,500,268435456,0,0,0,wz,9499011911
non_temporal,1,500,268435456,0,0,0,wz,15741125155
erms,1,500,268435456,0,0,0,r,5439961331
temporal,1,500,268435456,0,0,0,r,9325763934
non_temporal,1,500,268435456,0,0,0,r,15211115767
erms,1,500,268435456,0,0,1,w,5349928890
temporal,1,500,268435456,0,0,1,w,9261654894
non_temporal,1,500,268435456,0,0,1,w,15710155493
erms,1,500,268435456,0,0,1,wz,5376500928
temporal,1,500,268435456,0,0,1,wz,9451790132
non_temporal,1,500,268435456,0,0,1,wz,15701368225
erms,1,500,268435456,0,0,1,r,5411616098
temporal,1,500,268435456,0,0,1,r,9322455804
non_temporal,1,500,268435456,0,0,1,r,15211420857
erms,1,500,268435456,0,1,0,w,5697980497
temporal,1,500,268435456,0,1,0,w,9251004501
non_temporal,1,500,268435456,0,1,0,w,15113881439
erms,1,500,268435456,0,1,0,wz,5347911585
temporal,1,500,268435456,0,1,0,wz,9229194584
non_temporal,1,500,268435456,0,1,0,wz,15715987184
erms,1,500,268435456,0,1,0,r,5522366955
temporal,1,500,268435456,0,1,0,r,9338657051
non_temporal,1,500,268435456,0,1,0,r,15211838157
erms,1,500,268435456,0,1,1,w,5347588174
temporal,1,500,268435456,0,1,1,w,9275923664
non_temporal,1,500,268435456,0,1,1,w,15117700079
erms,1,500,268435456,0,1,1,wz,5699662417
temporal,1,500,268435456,0,1,1,wz,9523904416
non_temporal,1,500,268435456,0,1,1,wz,15702340857
erms,1,500,268435456,0,1,1,r,5417824538
temporal,1,500,268435456,0,1,1,r,9341559931
non_temporal,1,500,268435456,0,1,1,r,15211291809
erms,2,8192,1048576,0,0,0,w,308445831
erms,2,8192,1048576,0,0,0,w,316124905
temporal,2,8192,1048576,0,0,0,w,129704091
temporal,2,8192,1048576,0,0,0,w,134158802
non_temporal,2,8192,1048576,0,0,0,w,980827473
non_temporal,2,8192,1048576,0,0,0,w,1009917228
erms,2,8192,1048576,0,0,0,wz,320950384
erms,2,8192,1048576,0,0,0,wz,325294416
temporal,2,8192,1048576,0,0,0,wz,197579434
temporal,2,8192,1048576,0,0,0,wz,166997896
non_temporal,2,8192,1048576,0,0,0,wz,1014397853
non_temporal,2,8192,1048576,0,0,0,wz,1026315084
erms,2,8192,1048576,0,0,0,r,297060031
erms,2,8192,1048576,0,0,0,r,310357495
temporal,2,8192,1048576,0,0,0,r,168289167
temporal,2,8192,1048576,0,0,0,r,134798490
non_temporal,2,8192,1048576,0,0,0,r,1018432750
non_temporal,2,8192,1048576,0,0,0,r,975103372
erms,2,8192,1048576,0,0,1,w,309001043
erms,2,8192,1048576,0,0,1,w,309493563
temporal,2,8192,1048576,0,0,1,w,215888244
temporal,2,8192,1048576,0,0,1,w,200283830
non_temporal,2,8192,1048576,0,0,1,w,984995930
non_temporal,2,8192,1048576,0,0,1,w,1009442189
erms,2,8192,1048576,0,0,1,wz,322287005
erms,2,8192,1048576,0,0,1,wz,303175861
temporal,2,8192,1048576,0,0,1,wz,128042371
temporal,2,8192,1048576,0,0,1,wz,214700565
non_temporal,2,8192,1048576,0,0,1,wz,987129167
non_temporal,2,8192,1048576,0,0,1,wz,1021244673
erms,2,8192,1048576,0,0,1,r,306777334
erms,2,8192,1048576,0,0,1,r,295187913
temporal,2,8192,1048576,0,0,1,r,182403594
temporal,2,8192,1048576,0,0,1,r,170016814
non_temporal,2,8192,1048576,0,0,1,r,1015840190
non_temporal,2,8192,1048576,0,0,1,r,980904944
erms,2,8192,1048576,0,1,0,w,322522245
erms,2,8192,1048576,0,1,0,w,308824283
temporal,2,8192,1048576,0,1,0,w,238903602
temporal,2,8192,1048576,0,1,0,w,257895019
non_temporal,2,8192,1048576,0,1,0,w,1004983823
non_temporal,2,8192,1048576,0,1,0,w,1010421407
erms,2,8192,1048576,0,1,0,wz,325587895
erms,2,8192,1048576,0,1,0,wz,297101269
temporal,2,8192,1048576,0,1,0,wz,206348223
temporal,2,8192,1048576,0,1,0,wz,200804951
non_temporal,2,8192,1048576,0,1,0,wz,1013008061
non_temporal,2,8192,1048576,0,1,0,wz,1021451081
erms,2,8192,1048576,0,1,0,r,320960722
erms,2,8192,1048576,0,1,0,r,300326036
temporal,2,8192,1048576,0,1,0,r,203011402
temporal,2,8192,1048576,0,1,0,r,155012259
non_temporal,2,8192,1048576,0,1,0,r,987664997
non_temporal,2,8192,1048576,0,1,0,r,1020069943
erms,2,8192,1048576,0,1,1,w,318892429
erms,2,8192,1048576,0,1,1,w,324022432
temporal,2,8192,1048576,0,1,1,w,212877958
temporal,2,8192,1048576,0,1,1,w,146057099
non_temporal,2,8192,1048576,0,1,1,w,986139485
non_temporal,2,8192,1048576,0,1,1,w,1010548766
erms,2,8192,1048576,0,1,1,wz,302172339
erms,2,8192,1048576,0,1,1,wz,336502979
temporal,2,8192,1048576,0,1,1,wz,149567085
temporal,2,8192,1048576,0,1,1,wz,160817613
non_temporal,2,8192,1048576,0,1,1,wz,1000117245
non_temporal,2,8192,1048576,0,1,1,wz,1008287178
erms,2,8192,1048576,0,1,1,r,319163904
erms,2,8192,1048576,0,1,1,r,310378369
temporal,2,8192,1048576,0,1,1,r,184817688
temporal,2,8192,1048576,0,1,1,r,200110956
non_temporal,2,8192,1048576,0,1,1,r,1014086451
non_temporal,2,8192,1048576,0,1,1,r,987449649
erms,2,4096,2097152,0,0,0,w,306617520
erms,2,4096,2097152,0,0,0,w,315062652
temporal,2,4096,2097152,0,0,0,w,324223082
temporal,2,4096,2097152,0,0,0,w,320463298
non_temporal,2,4096,2097152,0,0,0,w,999540282
non_temporal,2,4096,2097152,0,0,0,w,1010874841
erms,2,4096,2097152,0,0,0,wz,302518507
erms,2,4096,2097152,0,0,0,wz,319092055
temporal,2,4096,2097152,0,0,0,wz,316537327
temporal,2,4096,2097152,0,0,0,wz,325889889
non_temporal,2,4096,2097152,0,0,0,wz,1024520844
non_temporal,2,4096,2097152,0,0,0,wz,986970113
erms,2,4096,2097152,0,0,0,r,312565790
erms,2,4096,2097152,0,0,0,r,325114033
temporal,2,4096,2097152,0,0,0,r,335669326
temporal,2,4096,2097152,0,0,0,r,319716433
non_temporal,2,4096,2097152,0,0,0,r,1007915853
non_temporal,2,4096,2097152,0,0,0,r,973503010
erms,2,4096,2097152,0,0,1,w,336968871
erms,2,4096,2097152,0,0,1,w,302847954
temporal,2,4096,2097152,0,0,1,w,318429760
temporal,2,4096,2097152,0,0,1,w,339585579
non_temporal,2,4096,2097152,0,0,1,w,1029711554
non_temporal,2,4096,2097152,0,0,1,w,992460155
erms,2,4096,2097152,0,0,1,wz,313342280
erms,2,4096,2097152,0,0,1,wz,325430154
temporal,2,4096,2097152,0,0,1,wz,314301205
temporal,2,4096,2097152,0,0,1,wz,338388270
non_temporal,2,4096,2097152,0,0,1,wz,987312969
non_temporal,2,4096,2097152,0,0,1,wz,1007180303
erms,2,4096,2097152,0,0,1,r,304399559
erms,2,4096,2097152,0,0,1,r,313364182
temporal,2,4096,2097152,0,0,1,r,336582229
temporal,2,4096,2097152,0,0,1,r,324386795
non_temporal,2,4096,2097152,0,0,1,r,998213450
non_temporal,2,4096,2097152,0,0,1,r,1037472055
erms,2,4096,2097152,0,1,0,w,305129875
erms,2,4096,2097152,0,1,0,w,325115181
temporal,2,4096,2097152,0,1,0,w,329900777
temporal,2,4096,2097152,0,1,0,w,333001099
non_temporal,2,4096,2097152,0,1,0,w,995671089
non_temporal,2,4096,2097152,0,1,0,w,1004421813
erms,2,4096,2097152,0,1,0,wz,311410337
erms,2,4096,2097152,0,1,0,wz,300742562
temporal,2,4096,2097152,0,1,0,wz,331591011
temporal,2,4096,2097152,0,1,0,wz,334619361
non_temporal,2,4096,2097152,0,1,0,wz,1016811498
non_temporal,2,4096,2097152,0,1,0,wz,1025750091
erms,2,4096,2097152,0,1,0,r,343450341
erms,2,4096,2097152,0,1,0,r,313389844
temporal,2,4096,2097152,0,1,0,r,340380068
temporal,2,4096,2097152,0,1,0,r,331660009
non_temporal,2,4096,2097152,0,1,0,r,1012216259
non_temporal,2,4096,2097152,0,1,0,r,981393626
erms,2,4096,2097152,0,1,1,w,323824422
erms,2,4096,2097152,0,1,1,w,308359193
temporal,2,4096,2097152,0,1,1,w,325479548
temporal,2,4096,2097152,0,1,1,w,311263126
non_temporal,2,4096,2097152,0,1,1,w,1023889108
non_temporal,2,4096,2097152,0,1,1,w,979816036
erms,2,4096,2097152,0,1,1,wz,324261288
erms,2,4096,2097152,0,1,1,wz,318478484
temporal,2,4096,2097152,0,1,1,wz,336521052
temporal,2,4096,2097152,0,1,1,wz,306987123
non_temporal,2,4096,2097152,0,1,1,wz,1016801401
non_temporal,2,4096,2097152,0,1,1,wz,974240021
erms,2,4096,2097152,0,1,1,r,327783306
erms,2,4096,2097152,0,1,1,r,306525070
temporal,2,4096,2097152,0,1,1,r,328237254
temporal,2,4096,2097152,0,1,1,r,319337993
non_temporal,2,4096,2097152,0,1,1,r,984495064
non_temporal,2,4096,2097152,0,1,1,r,998151866
erms,2,2048,4194304,0,0,0,w,330756817
erms,2,2048,4194304,0,0,0,w,320432001
temporal,2,2048,4194304,0,0,0,w,330699302
temporal,2,2048,4194304,0,0,0,w,328381224
non_temporal,2,2048,4194304,0,0,0,w,1011915690
non_temporal,2,2048,4194304,0,0,0,w,1021204036
erms,2,2048,4194304,0,0,0,wz,315735008
erms,2,2048,4194304,0,0,0,wz,314870211
temporal,2,2048,4194304,0,0,0,wz,335292135
temporal,2,2048,4194304,0,0,0,wz,348507887
non_temporal,2,2048,4194304,0,0,0,wz,987278447
non_temporal,2,2048,4194304,0,0,0,wz,1016765982
erms,2,2048,4194304,0,0,0,r,314227110
erms,2,2048,4194304,0,0,0,r,326121131
temporal,2,2048,4194304,0,0,0,r,329247116
temporal,2,2048,4194304,0,0,0,r,318847925
non_temporal,2,2048,4194304,0,0,0,r,1018202132
non_temporal,2,2048,4194304,0,0,0,r,974350767
erms,2,2048,4194304,0,0,1,w,328482825
erms,2,2048,4194304,0,0,1,w,325446522
temporal,2,2048,4194304,0,0,1,w,329586865
temporal,2,2048,4194304,0,0,1,w,343426903
non_temporal,2,2048,4194304,0,0,1,w,1020679387
non_temporal,2,2048,4194304,0,0,1,w,981828658
erms,2,2048,4194304,0,0,1,wz,310012218
erms,2,2048,4194304,0,0,1,wz,340887568
temporal,2,2048,4194304,0,0,1,wz,339260528
temporal,2,2048,4194304,0,0,1,wz,341671115
non_temporal,2,2048,4194304,0,0,1,wz,982229187
non_temporal,2,2048,4194304,0,0,1,wz,1009989973
erms,2,2048,4194304,0,0,1,r,319073955
erms,2,2048,4194304,0,0,1,r,317661330
temporal,2,2048,4194304,0,0,1,r,354144838
temporal,2,2048,4194304,0,0,1,r,314830930
non_temporal,2,2048,4194304,0,0,1,r,989418497
non_temporal,2,2048,4194304,0,0,1,r,1013321926
erms,2,2048,4194304,0,1,0,w,329798622
erms,2,2048,4194304,0,1,0,w,311040635
temporal,2,2048,4194304,0,1,0,w,332439274
temporal,2,2048,4194304,0,1,0,w,344914502
non_temporal,2,2048,4194304,0,1,0,w,975755373
non_temporal,2,2048,4194304,0,1,0,w,1021589898
erms,2,2048,4194304,0,1,0,wz,325673080
erms,2,2048,4194304,0,1,0,wz,327186149
temporal,2,2048,4194304,0,1,0,wz,345000242
temporal,2,2048,4194304,0,1,0,wz,334672037
non_temporal,2,2048,4194304,0,1,0,wz,1020799106
non_temporal,2,2048,4194304,0,1,0,wz,986780375
erms,2,2048,4194304,0,1,0,r,327276208
erms,2,2048,4194304,0,1,0,r,328701476
temporal,2,2048,4194304,0,1,0,r,335260748
temporal,2,2048,4194304,0,1,0,r,317684978
non_temporal,2,2048,4194304,0,1,0,r,1014155514
non_temporal,2,2048,4194304,0,1,0,r,982300287
erms,2,2048,4194304,0,1,1,w,318117982
erms,2,2048,4194304,0,1,1,w,328944661
temporal,2,2048,4194304,0,1,1,w,329201930
temporal,2,2048,4194304,0,1,1,w,326813855
non_temporal,2,2048,4194304,0,1,1,w,978091999
non_temporal,2,2048,4194304,0,1,1,w,996597732
erms,2,2048,4194304,0,1,1,wz,341144994
erms,2,2048,4194304,0,1,1,wz,313099393
temporal,2,2048,4194304,0,1,1,wz,340771347
temporal,2,2048,4194304,0,1,1,wz,338038643
non_temporal,2,2048,4194304,0,1,1,wz,994361739
non_temporal,2,2048,4194304,0,1,1,wz,1009666235
erms,2,2048,4194304,0,1,1,r,319861297
erms,2,2048,4194304,0,1,1,r,314997485
temporal,2,2048,4194304,0,1,1,r,342607063
temporal,2,2048,4194304,0,1,1,r,314986709
non_temporal,2,2048,4194304,0,1,1,r,990008015
non_temporal,2,2048,4194304,0,1,1,r,1023952861
erms,2,1024,8388608,0,0,0,w,315541151
erms,2,1024,8388608,0,0,0,w,329266915
temporal,2,1024,8388608,0,0,0,w,326406042
